files,sents,target
基 于 深 度 学 习 的 智 能 分 类 垃 圾 桶,"论 文 设 计 了 "" "" 字 型 物 理 模 型 , 运 用 了 - 5 深 度 学 习 模 型 , 集 成 了 舵 机 、 超 声 波 、 蓝 牙 等 模 块 , 最 终 实 现 了 精 准 识 别 垃 圾 种 类 、 自 动 化 分 类 垃 圾 、 满 桶 提 醒 和 蓝 牙 传 输 等 功 能 。",1
基 于 深 度 学 习 的 智 能 分 类 垃 圾 桶,"实 验 表 明 , 论 文 设 计 的 基 于 深 度 学 习 的 智 能 分 类 垃 圾 桶 具 有 较 好 的 智 能 性 , 提 高 了 垃 圾 分 类 的 准 确 率 和 效 率 , 方 便 了 群 众 垃 圾 分 类 。",1
基 于 深 度 学 习 的 混 沌 加 密 灰 度 图 像 重 建 方 法,混 沌 加 密 由 于 其 初 始 值 敏 感 性 、 伪 随 机 性 和 运 动 轨 迹 的 不 可 预 测 性 而 被 广 泛 应 用 于 图 像 加 密 领 域 。,0
基 于 深 度 学 习 的 混 沌 加 密 灰 度 图 像 重 建 方 法,数 值 仿 真 结 果 验 证 了 这 种 灰 度 图 像 重 建 方 法 的 有 效 性 。,0
基 于 深 度 学 习 的 混 沌 加 密 灰 度 图 像 重 建 方 法,"提 出 了 一 种 通 过 深 度 学 习 来 攻 击 混 沌 加 密 系 统 的 灰 度 图 像 重 建 方 法 , 通 过 残 差 网 络 实 现 了 对 一 系 列 明 文 - 密 文 对 数 据 集 进 行 训 练 , 从 而 拟 合 出 密 文 到 明 文 的 过 程 , 然 后 将 训 练 好 的 网 络 应 用 在 独 立 于 训 练 集 的 密 文 上 , 恢 复 出 与 明 文 非 常 接 近 的 图 像 。",1
基 于 深 度 学 习 的 物 联 网 动 态 数 据 完 整 性 检 测 方 法,"受 到 物 联 网 动 态 采 集 数 据 质 量 的 影 响 , 导 致 传 统 的 动 态 数 据 完 整 性 检 测 方 法 存 在 检 测 精 度 低 的 问 题 , 为 此 , 提 出 了 基 于 深 度 学 习 的 物 联 网 动 态 数 据 完 整 性 检 测 方 法 。",1
基 于 深 度 学 习 的 物 联 网 动 态 数 据 完 整 性 检 测 方 法,"通 过 与 传 统 方 法 的 对 比 实 验 得 出 结 论 : 通 过 深 度 学 习 算 法 的 应 用 , 数 据 完 整 性 的 检 测 误 差 降 低 了 约 0 . 5 5 % , 且 在 时 间 开 销 方 面 更 加 具 有 优 势 。",1
基 于 深 度 学 习 的 物 联 网 动 态 数 据 完 整 性 检 测 方 法,"首 先 分 析 物 联 网 环 境 下 的 数 据 结 构 , 并 以 此 确 定 数 据 完 整 性 的 参 考 标 准 。",0
基 于 深 度 学 习 的 物 联 网 动 态 数 据 完 整 性 检 测 方 法,"选 择 作 为 数 据 完 整 性 的 验 证 机 制 , 利 用 硬 件 设 备 实 时 采 集 物 联 网 中 的 动 态 数 据 , 并 利 用 深 度 学 习 理 论 中 的 循 环 神 经 网 络 算 法 实 现 对 初 始 数 据 的 处 理 , 提 升 采 集 数 据 的 质 量 。",0
基 于 深 度 学 习 的 物 联 网 动 态 数 据 完 整 性 检 测 方 法,"将 物 联 网 动 态 数 据 处 理 结 果 作 为 输 入 项 , 导 入 到 完 整 性 验 证 机 制 中 , 并 在 检 测 与 数 据 更 新 协 议 的 约 束 下 , 得 出 数 据 完 整 性 的 检 测 结 果 。",0
基 于 深 度 学 习 的 虚 拟 稽 查 机 器 人 控 制 系 统 研 究,"为 了 提 高 电 力 网 络 的 巡 检 能 力 , 采 用 虚 拟 稽 查 机 器 人 实 现 电 力 网 络 的 巡 检 控 制 , 提 出 基 于 深 度 学 习 的 虚 拟 稽 查 机 器 人 控 制 系 统 。",1
基 于 深 度 学 习 的 虚 拟 稽 查 机 器 人 控 制 系 统 研 究,"仿 真 结 果 表 明 , 采 用 该 方 法 进 行 虚 拟 稽 查 机 器 人 控 制 的 稳 定 性 较 高 , 输 出 鲁 棒 性 较 好 。",1
基 于 深 度 学 习 的 虚 拟 稽 查 机 器 人 控 制 系 统 研 究,"构 建 虚 拟 稽 查 机 器 人 控 制 的 约 束 参 数 模 型 , 采 用 陀 螺 仪 和 测 距 仪 作 为 电 力 网 络 虚 拟 稽 查 机 器 人 信 息 传 感 器 , 进 行 电 力 网 络 虚 拟 稽 查 机 器 人 的 位 置 信 息 采 集 , 对 采 集 的 电 力 网 络 虚 拟 稽 查 机 器 人 实 现 信 息 跟 踪 识 别 和 传 感 融 合 处 理 , 根 据 机 器 人 巡 检 稽 查 的 定 位 控 制 需 求 , 采 用 参 数 估 计 和 动 态 特 征 点 定 位 的 方 法 , 实 现 对 虚 拟 稽 查 机 器 人 的 模 糊 控 制 , 采 用 深 度 学 习 算 法 , 构 建 虚 拟 稽 查 机 器 人 定 位 控 制 过 程 中 的 自 适 应 学 习 模 型 , 采 用 参 数 动 态 测 量 方 法 , 构 建 虚 拟 稽 查 机 器 人 的 物 理 空 间 网 格 规 划 模 型 , 实 现 虚 拟 稽 查 机 器 人 的 优 化 控 制 。",0
基 于 源 网 荷 统 一 链 式 电 路 的 交 流 电 气 化 铁 路 动 态 潮 流 计 算,为 了 降 低 计 算 机 仿 真 耗 时 ， 在 基 本 型 模 型 的 基 础 上 ， 提 出 相 应 的 改 进 型 模 型 及 求 解 方 法 。,1
基 于 源 网 荷 统 一 链 式 电 路 的 交 流 电 气 化 铁 路 动 态 潮 流 计 算,结 果 表 明 基 本 型 和 改 进 型 计 算 精 度 一 致 ， 但 改 进 型 仿 真 耗 时 更 少 ； 进 行 源 网 荷 潮 流 计 算 具 有 必 要 性 ， 尤 其 电 网 薄 弱 地 区 ， 同 时 表 明 功 率 源 迭 代 模 型 较 电 流 源 迭 代 模 型 应 用 场 景 更 广 。,1
基 于 源 网 荷 统 一 链 式 电 路 的 交 流 电 气 化 铁 路 动 态 潮 流 计 算,为 了 实 现 交 流 电 气 化 铁 路 列 车 供 电 系 统 仿 真 一 体 化 ， 并 考 虑 公 共 连 接 点 处 多 负 荷 的 相 互 影 响 ， 将 列 车 供 电 系 统 分 为 电 源 层 、 电 网 层 和 负 荷 层 。,0
基 于 源 网 荷 统 一 链 式 电 路 的 交 流 电 气 化 铁 路 动 态 潮 流 计 算,通 过 建 立 输 电 线 、 馈 线 和 牵 引 网 的 链 式 电 路 模 型 及 各 接 口 之 间 的 转 换 关 系 模 型 ， 构 建 列 车 供 电 系 统 源 网 荷 统 一 链 式 电 路 通 用 模 型 。,0
基 于 源 网 荷 统 一 链 式 电 路 的 交 流 电 气 化 铁 路 动 态 潮 流 计 算,基 于 该 模 型 进 行 列 车 供 电 系 统 动 态 潮 流 计 算 ， 分 别 建 立 采 用 电 流 源 和 功 率 源 迭 代 模 型 求 解 的 基 本 型 模 型 。,0
基 于 源 网 荷 统 一 链 式 电 路 的 交 流 电 气 化 铁 路 动 态 潮 流 计 算,以 某 电 气 化 铁 路 线 路 为 例 ， 分 别 对 不 同 求 解 方 法 的 计 算 精 度 、 迭 代 收 敛 次 数 、 计 算 机 仿 真 耗 时 和 模 型 应 用 场 景 等 进 行 仿 真 分 析 。,0
基 于 联 觉 理 论 的 盲 童 玩 具 设 计 研 究,"在 弱 势 群 体 被 普 遍 关 注 的 社 会 背 景 下 , 从 联 觉 培 养 的 角 度 探 索 盲 童 玩 具 科 学 可 行 的 研 究 路 径 , 旨 在 优 化 盲 童 玩 具 的 感 官 体 验 , 并 以 玩 具 为 载 体 来 提 高 其 感 官 联 动 的 能 力 , 进 而 更 好 地 补 偿 其 视 觉 层 面 上 信 息 的 缺 失 。",0
基 于 联 觉 理 论 的 盲 童 玩 具 设 计 研 究,"根 据 盲 童 的 感 知 觉 特 征 、 情 感 特 征 和 认 知 特 征 , 立 足 于 触 觉 、 听 觉 和 嗅 觉 在 感 知 外 部 世 界 时 发 挥 的 作 用 , 探 讨 将 联 觉 理 论 应 用 在 盲 童 玩 具 设 计 上 的 可 行 性 。",0
基 于 联 觉 理 论 的 盲 童 玩 具 设 计 研 究,"本 文 以 联 觉 理 论 为 理 论 基 础 , 通 过 界 定 联 觉 理 论 的 内 涵 , 形 成 以 游 戏 化 学 习 形 式 及 联 觉 培 养 为 手 段 、 盲 童 认 知 能 力 训 练 为 目 标 、 感 官 代 偿 能 力 培 养 为 拓 展 延 伸 的 多 层 次 、 立 体 化 的 盲 童 玩 具 设 计 理 念 与 方 法 。",1
基 于 视 觉 识 别 的 机 器 人 音 频 多 模 态 情 感 识 别 系 统 设 计,"情 感 识 别 系 统 是 人 机 交 互 的 核 心 功 能 , 但 是 常 规 的 机 器 人 音 频 情 感 识 别 系 统 在 提 取 情 感 特 征 时 易 产 生 误 差 , 导 致 情 感 识 别 准 确 度 通 常 较 低 , 因 此 基 于 视 觉 识 别 设 计 机 器 人 音 频 多 模 态 情 感 识 别 系 统 。",1
基 于 视 觉 识 别 的 机 器 人 音 频 多 模 态 情 感 识 别 系 统 设 计,"由 此 可 见 , 该 系 统 设 计 可 以 得 到 准 确 度 更 高 的 识 别 结 果 , 拥 有 较 常 规 系 统 更 好 的 情 感 识 别 能 力 。",1
基 于 视 觉 识 别 的 机 器 人 音 频 多 模 态 情 感 识 别 系 统 设 计,"在 硬 件 设 计 上 , 设 计 嵌 入 式 视 觉 采 集 系 统 , 设 计 机 器 人 音 频 识 别 电 路 。",0
基 于 视 觉 识 别 的 机 器 人 音 频 多 模 态 情 感 识 别 系 统 设 计,"在 软 件 设 计 上 , 构 建 情 感 分 类 语 料 库 , 提 取 基 音 频 率 、 短 时 能 量 、 过 零 率 、 频 率 倒 谱 系 数 等 音 频 多 模 态 情 感 特 征 , 基 于 视 觉 识 别 优 化 情 感 识 别 算 法 路 径 。",0
基 于 视 觉 识 别 的 机 器 人 音 频 多 模 态 情 感 识 别 系 统 设 计,"通 过 实 验 可 知 : 在 基 于 八 种 情 感 模 式 的 音 频 情 感 识 别 测 试 中 , 设 计 的 情 感 识 别 系 统 拥 有 7 7 . 8 % 的 准 确 率 , 而 常 规 的 三 种 系 统 所 得 到 的 情 感 识 别 准 确 率 则 分 别 为 6 6 . 7 % 、 7 2 . 2 % 、 6 1 . 1 % 。",0
基 于 鲸 鱼 优 化 和 深 度 学 习 的 不 平 衡 大 数 据 分 类 算 法,"针 对 当 前 不 平 衡 数 据 分 类 算 法 中 存 在 的 分 类 精 度 低 和 容 易 陷 入 局 部 最 优 状 态 的 问 题 , 提 出 一 种 基 于 鲸 鱼 优 化 和 深 度 学 习 的 不 平 衡 大 数 据 分 类 算 法 .",1
基 于 鲸 鱼 优 化 和 深 度 学 习 的 不 平 衡 大 数 据 分 类 算 法,"实 验 结 果 表 明 : 本 文 算 法 能 够 有 效 解 决 不 平 衡 数 据 集 的 分 类 问 题 , 相 比 于 其 他 算 法 , 本 文 算 法 在 分 类 精 度 和 局 部 最 优 避 免 率 方 面 具 有 明 显 优 势 .",1
基 于 鲸 鱼 优 化 和 深 度 学 习 的 不 平 衡 大 数 据 分 类 算 法,"该 算 法 由 特 征 选 择 、 预 处 理 和 分 类 3 个 阶 段 组 成 : 1 为 了 提 高 分 类 精 度 , 使 用 鲸 鱼 优 化 算 法 , 在 不 平 衡 数 据 中 寻 找 最 优 特 征 子 集 , 消 除 不 相 关 和 多 余 的 特 征 ; 2 采 用 局 部 敏 感 哈 希 的 合 成 少 数 类 过 采 样 技 术 , - 对 数 据 集 进 行 预 处 理 , 解 决 类 不 平 衡 问 题 ; 3 使 用 基 于 算 法 优 化 的 双 向 递 归 神 经 网 络 , 对 预 处 理 后 的 数 据 集 进 行 分 类 .",0
多 视 立 体 网 格 的 城 市 建 筑 物 三 维 建 模,针 对 城 市 建 筑 通 常 是 由 平 面 屋 顶 和 垂 直 墙 体 连 接 而 成 的 分 段 平 面 对 象 ， 该 文 提 出 了 一 个 大 规 模 城 市 建 筑 物 的 有 效 建 模 框 架 ， 在 该 框 架 中 有 两 个 主 要 步 骤 : 分 类 和 建 模 。,1
多 视 立 体 网 格 的 城 市 建 筑 物 三 维 建 模,首 先 采 用 基 于 征 集 的 随 机 森 林 分 类 方 法 将 大 范 围 场 景 进 行 分 割 ， 然 后 采 用 假 设 和 选 择 的 建 模 策 略 对 多 种 建 筑 物 进 行 三 维 建 模 。,0
多 视 立 体 网 格 的 城 市 建 筑 物 三 维 建 模,该 算 法 以 多 视 点 立 体 视 觉 系 统 生 成 的 曲 面 网 格 为 输 入 ， 输 出 具 有 不 同 细 节 层 次 的 简 化 三 维 模 型 。,0
多 视 立 体 网 格 的 城 市 建 筑 物 三 维 建 模,实 验 表 明 ， 该 方 法 能 对 多 种 外 观 的 建 筑 物 进 行 不 同 细 节 层 次 的 建 模 ， 模 型 外 观 简 洁 规 整 ， 并 能 在 一 定 程 度 上 弥 补 原 始 数 据 中 的 噪 声 和 遮 挡 问 题 。,0
大 庆 龙 凤 湿 地 浮 游 植 物 功 能 类 群 季 节 变 化 及 其 驱 动 因 子,为 了 解 大 庆 龙 凤 湿 地 浮 游 植 物 功 能 类 群 及 其 时 空 分 布 特 征 ， 于 2 0 1 9 年 春 、 夏 、 秋 三 季 对 大 庆 龙 凤 湿 地 浮 游 植 物 进 行 采 样 分 析 。,0
大 庆 龙 凤 湿 地 浮 游 植 物 功 能 类 群 季 节 变 化 及 其 驱 动 因 子,2 0 1 9 年 春 、 夏 、 秋 三 季 大 庆 龙 凤 湿 地 共 鉴 定 出 浮 游 植 物 2 0 0 个 分 类 单 位 ， 隶 属 于 7 门 1 0 纲 1 8 目 3 5 科 7 5 属 。,0
大 庆 龙 凤 湿 地 浮 游 植 物 功 能 类 群 季 节 变 化 及 其 驱 动 因 子,其 中 以 绿 藻 门 4 1 . 5 % 、 硅 藻 门 3 0 % 为 主 ， 其 次 为 蓝 藻 门 1 2 . 5 % 和 裸 藻 门 1 2 % ， 隐 藻 门 、 甲 藻 门 、 金 藻 门 所 占 比 例 较 低 4 % 。,0
大 庆 龙 凤 湿 地 浮 游 植 物 功 能 类 群 季 节 变 化 及 其 驱 动 因 子,大 庆 龙 凤 湿 地 浮 游 植 物 组 成 呈 现 出 明 显 的 季 节 变 化 规 律 ， 浮 游 植 物 丰 度 为 夏 季 < 春 季 < 秋 季 ； 湿 地 浮 游 植 物 共 划 分 为 2 2 个 功 能 群 ， 其 中 1 5 个 为 代 表 性 功 能 类 群 。,0
大 庆 龙 凤 湿 地 浮 游 植 物 功 能 类 群 季 节 变 化 及 其 驱 动 因 子,双 因 素 方 差 分 析 表 明 ， 代 表 性 功 能 类 群 在 季 节 间 演 替 明 显 < 0 . 0 5 ， 群 落 构 成 差 异 显 著 < 0 . 0 5 。,0
大 庆 龙 凤 湿 地 浮 游 植 物 功 能 类 群 季 节 变 化 及 其 驱 动 因 子,分 析 表 明 ， 5 个 代 表 性 功 能 群 是 引 起 龙 凤 湿 地 各 季 节 浮 游 植 物 群 落 结 构 差 异 的 主 要 贡 献 类 群 。,0
大 庆 龙 凤 湿 地 浮 游 植 物 功 能 类 群 季 节 变 化 及 其 驱 动 因 子,通 过 功 能 类 群 和 9 个 水 环 境 变 量 的 冗 余 分 析 探 索 环 境 变 量 与 功 能 类 群 季 节 变 化 的 关 系 ， 结 果 表 明 ， 电 导 率 和 水 温 是 驱 动 龙 凤 湿 地 浮 游 植 物 功 能 类 群 季 节 变 化 的 主 要 环 境 因 子 。,1
大 黄 防 治 前 列 腺 癌 的 质 量 标 志 物 研 究 及 分 子 对 接 验 证,目 基 于 整 合 药 理 学 和 分 子 对 接 技 术 预 测 大 黄 防 治 前 列 腺 癌 可 能 的 质 量 标 志 物 。,0
大 黄 防 治 前 列 腺 癌 的 质 量 标 志 物 研 究 及 分 子 对 接 验 证,通 过 中 医 药 整 合 药 理 学 研 究 平 台 2 . 0 2 . 0 ， 将 大 黄 化 学 信 息 进 行 靶 标 预 测 ， 与 前 列 腺 癌 疾 病 靶 标 信 息 进 行 蛋 白 互 作 网 络 构 建 ， 从 而 开 展 药 物 干 预 疾 病 的 关 键 靶 标 富 集 分 析 。,0
大 黄 防 治 前 列 腺 癌 的 质 量 标 志 物 研 究 及 分 子 对 接 验 证,在 此 基 础 上 ， 利 用 大 黄 的 化 学 成 分 、 关 键 靶 标 、 疾 病 通 路 的 多 维 网 络 ， 绘 制 中 药 “ 成 分 - 靶 标 - 通 路 - 疾 病 ” 网 络 图 ， 解 析 获 得 作 用 于 这 些 关 键 靶 标 的 主 要 成 分 ， 然 后 依 据 中 药 质 量 标 志 物 - “ 五 原 则 ” 结 合 已 知 相 关 文 献 对 大 黄 防 治 前 列 腺 癌 的 质 量 标 志 物 进 行 预 测 分 析 。,0
大 黄 防 治 前 列 腺 癌 的 质 量 标 志 物 研 究 及 分 子 对 接 验 证,最 后 ， 应 用 分 子 对 接 软 件 对 候 选 成 分 与 关 键 靶 点 进 行 分 子 对 接 计 算 和 验 证 。,0
大 黄 防 治 前 列 腺 癌 的 质 量 标 志 物 研 究 及 分 子 对 接 验 证,筛 选 得 到 大 黄 防 治 前 列 腺 癌 活 性 成 分 1 4 个 ， 关 键 核 心 靶 标 2 1 个 ， 涉 及 1 1 条 信 号 通 路 。 分 子 对 接 表 明 雄 激 素 受 体 与 大 黄 蒽 醌 类 中 8 个 均 入 最 佳 药 物 油 水 分 配 系 数 范 围 的 成 分 有 较 好 的 结 合 性 。,0
大 黄 防 治 前 列 腺 癌 的 质 量 标 志 物 研 究 及 分 子 对 接 验 证,在 整 合 药 理 学 2 . 0 平 台 及 前 期 文 献 研 究 基 础 上 ， 分 析 并 获 得 大 黄 防 治 前 列 腺 癌 可 能 的 质 量 标 志 物 为 大 黄 蒽 醌 类 化 合 物 ， 具 体 成 分 包 括 大 黄 素 、 大 黄 酸 、 大 黄 酚 、 芦 荟 大 黄 素 、 大 黄 素 甲 醚 等 ， 对 药 物 和 疾 病 的 共 同 靶 标 产 生 药 理 作 用,1
嫩 江 下 游 洪 水 演 进 及 对 洪 泛 区 植 被 影 响 分 析,"结 果 表 明 , 模 型 在 率 定 期 与 验 证 期 的 模 拟 效 果 符 合 甲 级 预 报 精 度 , 模 型 模 拟 精 度 较 高 ; 不 同 重 现 期 内 的 植 被 指 数 具 有 较 强 的 季 节 变 化 规 律 , 且 洪 水 对 植 被 具 有 明 显 的 破 坏 作 用 , 但 这 种 破 坏 作 用 在 嫩 江 流 域 周 期 性 相 对 较 短 , 表 明 该 地 区 植 被 的 可 恢 复 性 较 强 ; 同 时 受 洪 水 频 繁 淹 没 程 度 影 响 , 不 同 重 现 期 的 植 被 指 数 符 合 中 度 干 扰 假 说 。",1
嫩 江 下 游 洪 水 演 进 及 对 洪 泛 区 植 被 影 响 分 析,"为 揭 示 嫩 江 下 游 洪 水 演 进 规 律 及 对 洪 泛 区 植 被 的 影 响 , 利 用 建 立 了 嫩 江 江 桥 - 大 赉 河 段 的 一 、 二 维 水 动 力 耦 合 模 型 , 选 取 1 9 9 8 年 与 2 0 1 3 年 汛 期 实 测 资 料 对 河 段 糙 率 进 行 了 率 定 与 验 证 , 并 模 拟 了 典 型 河 段 4 种 不 同 重 现 期 洪 水 的 演 进 过 程 。",0
嫩 江 下 游 洪 水 演 进 及 对 洪 泛 区 植 被 影 响 分 析,"在 此 基 础 上 基 于 2 0 0 0 — 2 0 1 9 年 卫 星 的 1 3 1 数 据 集 , 获 取 了 不 同 洪 水 频 率 淹 没 范 围 内 的 植 被 指 数 、 , 评 估 了 嫩 江 下 游 不 同 重 现 期 洪 水 扰 动 对 植 被 的 影 响 。",0
嫩 江 下 游 洪 水 演 进 及 对 洪 泛 区 植 被 影 响 分 析,研 究 成 果 可 为 嫩 江 流 域 防 洪 决 策 及 河 流 生 态 治 理 提 供 基 础 数 据 与 技 术 支 撑 。,0
朔 黄 铁 路 机 车 调 度 系 统 设 计,"朔 黄 铁 路 是 国 家 能 源 集 团 连 通 煤 源 单 位 至 港 口 的 重 要 的 煤 运 重 载 铁 路 , 运 量 大 运 距 长 。",0
朔 黄 铁 路 机 车 调 度 系 统 设 计,"作 为 动 力 保 障 , 机 车 调 度 对 朔 黄 铁 路 的 运 输 效 益 和 安 全 至 关 重 要 。",0
朔 黄 铁 路 机 车 调 度 系 统 设 计,"现 有 的 机 车 调 度 系 统 存 在 着 系 统 设 备 繁 多 、 功 能 不 全 面 、 信 息 不 共 享 等 问 题 , 从 而 影 响 运 输 组 织 作 业 。",0
朔 黄 铁 路 机 车 调 度 系 统 设 计,机 车 调 度 系 统 是 针 对 朔 黄 铁 路 机 务 特 点 定 制 研 发 的 一 个 机 车 调 度 信 息 平 台 。,0
朔 黄 铁 路 机 车 调 度 系 统 设 计,"系 统 采 用 中 心 、 站 段 两 层 架 构 , 用 统 一 信 息 平 台 取 代 各 个 数 据 平 台 , 实 现 包 括 联 运 单 位 在 内 所 有 管 辖 范 围 内 机 车 的 均 衡 运 用 , 优 化 朔 黄 铁 路 机 车 管 理 流 程 , 提 高 机 车 运 用 效 率 , 保 障 运 输 作 业 高 效 完 成 。",1
